Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e4566,6.875,0.474,1.238,3.841,0.261,3.844,3.865,3.528,424,1.137,inactive
e4567,10.602,0.474,1.639,1.792,0.25,3.664,3.677,3.508,340,1.283,inactive
e4568,15.874,0.478,1.467,1.609,0.289,3.756,3.742,3.555,414,1.174,inactive
e4569,1.133,0.515,0.929,0,0.308,3.975,3.721,3.488,162,0.802,inactive
e4570,0.901,0.48,1.166,4.375,0.326,3.885,3.825,3.333,345,1.398,inactive
e4571,10.661,0.521,0.789,3.841,0.291,4.267,3.871,3.793,500,1.629,inactive
e4572,10.536,0.474,1.639,1.386,0.288,3.684,3.649,3.531,318,1.011,inactive
e4573,0,0.452,1.507,0,0.327,3.739,3.643,2.908,79,0.633,inactive
e4574,10.891,0.452,1.372,3.761,0.334,3.83,3.705,3.555,486,0.841,inactive
e4575,4.652,0.481,1.468,0,0.226,3.633,3.671,3.377,120,0.659,inactive
e4576,3.315,0.476,1.135,4.925,0.306,3.938,3.843,3.731,298,1.058,inactive
e4577,29.793,0.474,1.595,3.178,0.254,3.71,3.701,3.617,2657,2.82,inactive
e4578,8.697,0.476,1.259,4.057,0.281,3.844,3.86,3.586,504,1.204,inactive
e4579,1.076,0.571,0.79,0,0.223,3.9,3.593,3.802,84,0.843,inactive
e4580,4.872,0.5,0.888,5.932,0.316,3.943,3.96,3.675,492,1.377,inactive
e4581,2.372,0.574,0.732,0,0.307,6.88,3.848,3.739,164,0.972,inactive
e4582,7.472,0.47,1.67,1.386,0.222,3.626,3.645,3.463,212,0.922,inactive
e4583,7.132,0.471,0.95,5.677,0.328,3.91,3.876,3.804,928,1.415,inactive
e4584,17.706,0.5,1.234,2.197,0.231,3.903,3.714,3.624,667,2.401,inactive
e4586,27.033,0.481,1.502,3.091,0.259,3.709,3.734,3.574,1917,2.574,inactive
e4588,0,0.452,1.507,0,0.29,3.728,3.645,3.002,78,0.663,inactive
e4589,7.535,0.485,1.474,0,0.24,3.685,3.724,3.491,194,1.117,inactive
e4590,10.993,0.476,1.546,2.079,0.246,3.671,3.655,3.549,420,1.117,inactive
e4591,0,0.458,1.245,0,0.354,3.821,3.768,3.002,109,0.877,inactive
e4592,8.228,0.472,1.555,1.609,0.27,3.671,3.644,3.534,256,0.679,inactive
e4593,8.184,0.486,1.154,3.841,0.249,3.851,3.872,3.563,325,1.095,inactive
e4594,2.234,0.5,1.204,0,0.348,3.99,4.017,3.398,245,2.186,inactive
e4596,5.937,0.464,1.339,4.251,0.289,3.857,3.849,3.534,490,0.979,inactive
e4598,0,0.521,0.765,0,0.313,4.24,3.938,3.122,109,1.209,inactive
e4600,5.886,0.474,1.151,4.835,0.283,3.856,3.869,3.536,410,0.919,inactive
e4601,13.303,0.489,1.213,0,0.335,3.962,3.968,3.529,532,1.952,inactive
e4602,3.855,0.463,1.533,0,0.279,3.667,3.66,3.335,102,0.634,inactive
e4603,8.131,0.476,1.259,3.911,0.275,3.863,3.851,3.596,474,1.113,inactive
e4604,1.616,0.433,1.757,0,0.286,3.62,3.494,3.178,102,0.474,inactive
e4606,7.548,0.476,1.179,4.505,0.315,3.844,3.849,3.652,479,0.955,inactive
e4607,10.997,0.474,1.55,1.609,0.258,3.715,3.733,3.539,306,1.126,inactive
e4610,10.228,0.469,1.255,3.446,0.307,3.88,3.871,3.483,454,1.367,inactive
e4611,8.035,0.487,1.183,3.596,0.268,3.853,3.871,3.577,396,1.514,inactive
e4612,7.85,0.464,1.209,4.826,0.302,3.923,3.882,3.549,667,1.417,inactive
e4613,12.191,0.445,1.52,0.693,0.325,3.754,3.696,3.48,338,0.829,inactive
e4614,21.31,0.505,1.785,2.565,0.273,4.143,4.433,3.707,566,3.983,inactive
e4615,0,0.413,1.087,0,0.342,3.809,3.554,3.139,208,0.454,inactive
e4616,9.612,0.478,1.202,4.004,0.287,3.859,3.847,3.596,600,1.162,inactive
e4617,6.115,0.462,0.943,5.727,0.355,3.916,3.87,3.654,686,1.252,inactive
e4619,7.425,0.453,1.027,5.469,0.3,3.951,3.879,3.632,1025,1.542,inactive
e4621,6.183,0.487,1.043,4.894,0.332,3.953,3.963,3.5,606,1.952,inactive
e4622,11.549,0.476,1.546,2.079,0.228,3.656,3.69,3.531,444,1.314,inactive
e4623,12.024,0.483,1.04,5.305,0.292,3.87,3.883,3.829,1474,1.87,inactive
e4624,19.413,0.461,1.429,5.089,0.324,3.911,3.874,3.574,1046,1.297,inactive
e4625,12.438,0.49,1.351,4.304,0.386,3.982,3.993,3.62,1414,5.824,inactive
e4626,0,0.556,1.1,0,0.277,3.876,3.77,3.244,54,1.269,inactive
e4627,5.206,0.489,1.251,3.664,0.401,4.005,4.011,3.477,769,3.617,inactive
e4628,14.755,0.478,1.542,2.485,0.258,3.71,3.736,3.566,484,1.277,inactive
e4629,7.418,0.462,1.325,3.841,0.333,3.883,3.847,3.387,410,1.022,inactive
e4631,3.777,0.458,1.308,0,0.336,3.876,3.846,3.355,318,0.845,inactive
e4632,4.74,0.462,1.183,5.152,0.32,3.902,3.859,3.509,666,1.205,inactive
e4633,3.347,0.467,1.162,0,0.292,3.84,3.811,3.279,211,0.709,inactive
e4634,9.608,0.478,1.202,4.328,0.312,3.846,3.861,3.669,584,1.138,inactive
e4635,19.176,0.482,1.416,3.892,0.244,3.756,3.784,3.63,976,1.64,inactive
e4636,38.579,0.5,1.127,6.901,0.37,4.552,4.239,3.895,3472,6.895,inactive
e4637,2.474,0.515,1.095,0,0.284,3.843,3.708,3.616,166,0.803,inactive
e4638,8.66,0.472,1.711,1.609,0.25,3.633,3.635,3.47,265,0.869,inactive
e4639,8.051,0.472,1.421,0,0.228,3.709,3.731,3.525,244,1.057,inactive
e4640,12.067,0.458,1.189,4.808,0.295,3.913,3.879,3.575,673,1.181,inactive
e4642,4.5,0.485,2.321,0,0.294,4.587,3.952,4.183,156,1.774,inactive
e4643,9.946,0.474,1.639,1.386,0.246,3.659,3.635,3.504,334,1.13,inactive
e4644,3.742,0.467,1.504,0,0.29,3.748,3.702,3.359,214,1.303,inactive
e4645,3.808,0.483,1.553,0,0.222,3.719,3.752,3.416,131,1.293,inactive
e4646,8.537,0.478,1.202,4.702,0.296,3.853,3.87,3.628,600,1.045,inactive
e4647,8.064,0.476,1.179,4.15,0.282,3.859,3.847,3.602,484,0.942,inactive
e4648,7.524,0.474,1.382,3.446,0.345,3.866,3.877,3.473,372,1.418,inactive
e4649,6.737,0.472,1.318,0,0.228,3.727,3.738,3.534,244,0.871,inactive
e4650,0,0.524,1.04,0,0.327,3.982,3.779,3.224,79,0.492,inactive
e4651,3.728,0.481,1.435,0,0.258,3.664,3.658,3.397,110,0.651,inactive
e4652,5.952,0.492,1.018,6.516,0.332,4.028,4.012,3.518,606,1.453,inactive
e4654,35.581,0.476,1.179,6.928,0.337,3.971,3.971,3.812,2922,3.039,inactive
e4655,1.079,0.443,0.98,3.841,0.301,3.909,3.886,3.439,394,0.949,inactive
e4656,21.052,0.576,1.635,1.099,0.262,4.297,4.64,3.924,408,10.817,inactive
e4657,1.675,0.483,1.075,0,0.342,3.901,3.902,3.141,208,1.017,inactive
e4658,3.646,0.481,1.435,0,0.252,3.678,3.663,3.367,108,0.62,inactive
e4659,8.092,0.464,1.339,3.933,0.288,3.824,3.814,3.57,511,0.934,inactive
e4660,4.806,0.456,1.046,4.038,0.292,3.838,3.846,3.471,334,0.765,inactive
e4661,11.679,0.476,1.471,2.944,0.282,3.787,3.806,3.439,499,1.973,inactive
e4662,19.909,0.479,1.469,2.197,0.295,3.767,3.746,3.58,489,1.19,inactive
e4663,7.085,0.472,1.23,1.802,0.327,3.883,3.864,3.361,332,1.166,inactive
e4664,4.6,0.463,1.58,0,0.204,3.641,3.629,3.399,108,0.326,inactive
e4665,8.033,0.487,1.293,2.833,0.329,3.853,3.867,3.582,504,3.045,inactive
e4668,0,0.459,1.505,0,0.296,3.704,3.679,3.199,187,1.136,inactive
e4669,4.011,0.422,1.992,0,0.312,3.608,3.351,3.229,98,0.25,inactive
e4671,10.833,0.5,1.577,1.609,0.234,3.66,3.713,3.526,364,1.737,inactive
e4673,0.591,0.47,1.343,0,0.317,4.723,4.026,3.693,256,1.258,inactive
e4675,0,0.597,0.478,0,0.378,4.287,3.895,3.744,260,1.654,inactive
e4676,17.346,0.484,1.029,3.726,0.306,4.004,3.857,3.558,461,1.469,inactive
e4677,0,0.646,1.852,0,0.271,4.425,4.71,3.818,303,17.669,inactive
e4679,6.36,0.474,1.28,1.946,0.278,3.904,3.623,3.512,328,1.443,inactive
e4680,12.314,0.5,1.571,1.792,0.235,3.667,3.719,3.543,455,1.914,inactive
e4681,9.117,0.474,1.462,0,0.284,3.738,3.736,3.528,282,0.966,inactive
e4682,10.637,0.45,1.62,0,0.26,3.752,3.694,3.566,237,1.064,inactive
e4683,12.894,0.5,1.38,2.079,0.249,3.775,3.683,3.623,336,1.154,inactive
e4687,15.22,0.479,1.61,2.197,0.231,3.668,3.707,3.554,667,1.805,inactive
e4688,27.877,0.473,1.599,2.944,0.255,3.708,3.699,3.618,2376,2.643,inactive
e4690,5.376,0.517,1.001,0,0.264,3.978,3.777,3.686,193,1.305,inactive
e4691,18.27,0.481,1.596,2.398,0.25,3.687,3.72,3.59,930,2.167,inactive
e4692,3.85,0.461,1.007,3.841,0.263,3.834,3.828,3.461,270,0.734,inactive
e4694,5.896,0.556,0.669,0,0.319,4.202,3.805,3.684,151,2.063,inactive
e4695,7.451,0.472,1.431,2.197,0.3,3.78,3.804,3.4,334,1.785,inactive
e4696,9.353,0.5,1.583,1.386,0.232,3.653,3.706,3.505,286,1.561,inactive
e4698,4.864,0.452,1.58,0,0.267,3.654,3.576,3.35,184,0.826,inactive
e4699,18.493,0.478,1.236,4.29,0.353,3.862,3.824,3.719,969,2.933,inactive
e4700,20.347,0.48,1.471,2.197,0.269,3.767,3.748,3.591,592,1.477,inactive
e4702,29.667,0.473,1.599,3.178,0.259,3.718,3.704,3.628,2228,2.699,inactive
e4703,5.879,0.483,1.472,1.099,0.229,3.644,3.685,3.432,165,0.835,inactive
e4704,5.072,0.517,1.154,0,0.29,3.985,3.744,3.355,214,2.599,inactive
e4706,6.669,0.47,1.562,1.099,0.257,3.644,3.636,3.489,206,0.627,inactive
e4707,11.982,0.488,1.345,1.946,0.344,3.868,3.883,3.491,470,2.241,inactive
e4708,8.927,0.487,1.3,3.684,0.261,3.838,3.849,3.571,424,1.083,inactive
e4709,4.769,0.483,1.419,1.099,0.277,3.755,3.797,3.377,217,1.856,inactive
e4710,28.207,0.47,1.356,4.796,0.307,3.895,3.897,3.724,1554,2.152,inactive
e4711,0,0.463,1.281,0,0.345,3.808,3.765,3.124,164,1.098,inactive
e4712,7.886,0.487,1.415,1.946,0.298,3.826,3.855,3.528,366,2.67,inactive
e3278,0.353,0.463,0.867,0,0.303,3.849,3.843,3.225,160,0.581,inactive
e4714,6.933,0.509,0.642,5.901,0.306,4.079,3.926,3.764,692,2.024,inactive
e4715,0,0.533,0.3,0,0.37,4.257,3.905,3.744,390,1.658,inactive
e4716,5.09,0.526,1.361,0,0.396,3.946,3.882,3.592,216,1.798,inactive
e4717,0,0.581,0.214,0,0.403,4.294,3.901,3.744,318,1.775,inactive
e4719,0.9,0.436,0.701,0,0.328,3.957,3.846,3.466,262,0.687,inactive
e4720,9.831,0.564,0.623,5.837,0.329,6.88,3.967,3.887,504,1.827,inactive
e4724,3.233,0.446,0.698,6.998,0.339,4.115,4.058,3.674,975,1.531,antagonist
e4729,3.345,0.485,1.298,0,0.326,3.844,3.842,3.378,260,1.601,inactive
e4731,0.812,0.524,0.759,0,0.333,4.009,3.877,3.315,166,0.854,inactive
e4732,18.59,0.456,1.697,2.197,0.236,3.765,3.688,3.691,504,1.167,inactive
e4733,18.887,0.429,1.675,0,0.358,3.67,3.552,3.508,319,0.454,inactive
e4736,0,0.586,0.685,0,0.2,3.898,3.503,3.555,20,0.303,inactive
e4741,29.422,0.487,1.028,7.143,0.349,4.024,4.04,3.875,3206,3.889,inactive
e4743,21.049,0.524,0.866,6.941,0.332,4.241,4.112,3.776,1554,4.643,inactive
e4744,19.798,0.428,1.604,3.219,0.248,3.728,3.602,3.574,800,1.482,inactive
e4747,22.404,0.5,1.272,2.485,0.234,3.904,3.73,3.652,1124,2.932,inactive
e4748,19.453,0.538,1.426,0,0.323,4.615,3.98,4.298,286,4.454,inactive
e4749,20.105,0.497,0.927,6.329,0.319,4.119,3.966,3.907,2838,3.143,inactive
e4751,15.914,0.474,0.879,6.294,0.352,4.019,3.879,3.834,1192,1.979,inactive
e4752,18.051,0.53,0.755,4.508,0.326,4.17,3.866,4.105,1084,1.728,inactive
e4753,30.581,0.482,1.077,6.237,0.35,4.11,3.896,3.84,1969,2.901,inactive
e4755,122.777,0.448,1.333,7.452,0.405,4.159,4.095,3.98,21570,12.041,inactive
e4756,29.687,0.567,1.014,4.486,0.343,4.72,4.137,4.153,742,3.498,inactive
e4759,6.294,0.48,1.157,0,0.346,3.919,3.561,3.421,123,0.908,inactive
e4760,24.607,0.5,1.5,3.178,0.241,3.711,3.759,3.621,2024,3.205,inactive
e4761,29.667,0.487,0.9,5.688,0.305,4.114,3.858,4.054,3744,2.704,inactive
e4762,27.302,0.544,1.326,0,0.261,4.62,3.979,3.911,412,6.409,inactive
e4763,9.908,0.445,1.024,5.87,0.321,3.917,3.84,3.868,2268,1.899,inactive
e4764,18.624,0.556,1.318,0,0.307,4.61,3.969,3.86,234,4.148,inactive
e4765,7.454,0.482,1.019,4.771,0.322,3.986,3.807,3.726,568,1.494,inactive
e4766,18.305,0.456,1.477,5.78,0.35,4.747,4.042,3.961,3048,3.591,inactive
e4767,52.506,0.561,1.225,2.197,0.306,4.843,4.145,4.594,792,11.917,inactive
e4768,27.081,0.447,1.424,5.881,0.304,4.737,4.075,3.824,3307,3.336,inactive
e4769,14.322,0.515,1.485,3.804,0.315,4.44,3.944,3.999,646,2.666,inactive
e4770,0.535,0.438,1.406,0,0.267,3.598,3.477,3.103,50,0.15,inactive
e4772,30.509,0.567,1.088,1.099,0.297,4.831,4.135,4.306,424,6.949,inactive
e4773,18.518,0.433,1.459,6.131,0.309,4.738,4.069,3.855,4184,3.15,inactive
e4774,22.159,0.551,1.32,0,0.284,4.619,3.975,3.832,280,5.863,inactive
e4775,2.959,0.491,0.48,0,0.343,4.091,3.805,3.639,322,1.038,inactive
e4777,28.843,0.495,1.714,5.073,0.304,4.737,4.107,4.449,1218,4.312,inactive
e4778,5.797,0.485,0.896,6.448,0.341,4.136,3.91,3.868,1622,2.759,inactive
e4779,6.32,0.431,1.096,4.808,0.312,3.918,3.82,3.497,691,1.038,inactive
e4780,11.897,0.493,1.027,3.498,0.339,4.039,3.916,3.573,562,2.211,inactive
e4781,22.734,0.556,1.113,0,0.304,4.748,4.094,3.664,386,10.279,inactive
e4782,8.471,0.444,1.409,0,0.348,3.84,3.723,3.451,380,0.974,inactive
e4783,26.648,0.454,1.515,5.889,0.353,4.738,4.069,3.815,2797,3.188,inactive
e4784,16.368,0.433,0.89,6.189,0.353,4.129,3.876,3.918,4606,2.708,inactive
e4785,13.105,0.455,1.239,5.314,0.353,3.971,3.913,3.518,1045,1.782,inactive
e4786,20.488,0.487,1.611,6.501,0.347,4.441,3.954,4.034,1939,3.23,inactive
e4787,12.151,0.469,1.478,1.946,0.228,3.666,3.698,3.541,444,1.481,inactive
e4788,21.216,0.487,1.499,2.565,0.235,3.695,3.738,3.61,1313,2.671,inactive
e4790,18.106,0.5,1.316,3.819,0.263,3.848,3.874,3.648,1246,2.638,inactive
e4791,7.063,0.486,0.849,5.614,0.326,3.904,3.881,3.729,571,1.326,inactive
e4793,23.883,0.485,1.527,2.773,0.261,3.703,3.733,3.633,1701,2.585,inactive
e4794,12.103,0.463,0.551,7.324,0.39,4.07,4.025,3.749,2198,2.498,inactive
e4795,19.875,0.495,1.529,2.398,0.239,3.689,3.739,3.594,1140,2.692,inactive
e4796,11.973,0.5,1.267,3.727,0.266,3.847,3.872,3.603,642,1.931,inactive
e4797,0,0.795,1.104,0,0.321,4.904,5.013,4.036,58,0,inactive
e4798,32.999,0.486,1.488,3.638,0.281,3.87,3.846,3.818,3578,6.149,inactive
e4799,0,0.741,1.101,0,0.321,4.717,5.006,3.816,58,0,inactive
e4800,1.92,0.618,1.209,0,0.298,4.589,4.571,3.693,198,2.264,inactive
e4801,29.08,0.474,1.394,5.227,0.291,3.917,3.882,3.604,2817,2.736,inactive
e4802,72.457,0.486,1.278,8.222,0.337,4.738,4.113,4.716,15472,7.791,inactive
e5200,7.471,0.495,0.743,3.992,0.29,4.087,3.849,3.601,408,1.195,inactive
e4807,12.975,0.439,1.481,5.995,0.33,4.736,4.026,3.841,2916,2.852,inactive
e4811,26.578,0.442,1.518,6.337,0.318,4.739,4.083,3.849,4904,3.723,inactive
e4812,13.916,0.493,1.538,1.946,0.236,3.671,3.72,3.553,560,1.985,inactive
e4813,0,0.433,1.02,4.275,0.344,3.95,3.751,3.358,386,0.867,inactive
e4814,20.101,0.616,1.168,1.386,0.213,4.733,4.546,3.591,261,2.959,inactive
e4815,13.268,0.489,1.482,2.485,0.236,3.682,3.726,3.556,560,1.639,inactive
e4816,0,0.639,1.188,0,0.298,4.742,4.565,3.704,198,2.331,inactive
e4819,10.206,0.446,1.664,0,0.32,3.758,3.598,3.599,466,1.273,inactive
e4820,13.175,0.488,0.819,5.651,0.311,4.01,3.851,3.973,1293,1.65,inactive
e4821,21.132,0.491,1.203,6.285,0.392,4.061,4.071,3.676,1830,4.115,inactive
e4397,38.177,0.42,1.471,3.689,0.374,3.817,3.694,3.655,1540,2.164,inactive
e4826,23.493,0.487,1.023,6.377,0.323,4.021,3.91,3.867,1146,1.911,inactive
e4827,14.622,0.46,1.169,6.13,0.366,3.968,3.875,3.753,1295,1.969,inactive
e4829,32.435,0.454,1.481,6.292,0.334,4.738,4.075,3.841,4084,3.425,inactive
e4830,26.874,0.462,1.359,6.107,0.328,4.738,4.07,3.849,3372,3.438,inactive
e4831,46.335,0.646,0.524,6.019,0.319,6.894,3.91,6.88,813,2.58,inactive
e4832,255.379,0.847,0.53,6.333,0.404,6.989,4.037,6.974,2172,9.04,inactive
e4833,198.814,0.783,0.517,6.472,0.368,6.958,3.969,6.93,1385,5.31,inactive
e4834,6.683,0.472,0.891,6.473,0.356,3.979,3.931,3.782,1431,2.037,antagonist
e4835,8.512,0.472,0.891,6.491,0.339,3.97,3.931,3.789,1417,2.165,antagonist
e4840,48.789,0.45,1.029,8.091,0.389,4.104,4.057,3.861,12372,5.75,antagonist
e4841,38.508,0.501,0.838,7.346,0.357,4.109,4.035,3.869,2269,3.758,antagonist
e4842,41.903,0.488,1.023,7.404,0.345,4.077,4.023,3.853,4620,4.252,antagonist
e4843,11.435,0.478,0.848,7.229,0.34,4.238,4.019,4.053,1806,2.59,antagonist
e4844,34.183,0.456,1.045,7.599,0.334,4.075,4.025,3.762,6636,3.639,antagonist
e4845,41.435,0.474,1.054,6.625,0.341,3.987,3.965,3.935,6386,5.273,antagonist
e4846,8.264,0.471,0.765,6.46,0.305,3.922,3.917,3.797,956,1.492,antagonist
e668,1.899,0.458,1.301,0,0.318,4.723,4.025,3.719,315,1.311,inactive
e4848,0,0.452,1.274,3.892,0.44,4.021,3.947,3.399,706,3.139,antagonist
e4849,22.737,0.487,0.877,5.299,0.34,4.142,3.906,3.637,1006,1.77,antagonist
e4850,34.767,0.486,1.366,5.229,0.287,3.927,3.93,3.87,3950,4.336,antagonist
e4851,25.838,0.471,1.052,6.545,0.343,3.98,3.896,3.785,2190,2.902,antagonist
e4852,62.151,0.465,1.194,6.593,0.391,4.048,4.055,3.847,11817,9.173,antagonist
e4853,23.759,0.469,1.122,8.384,0.374,4.134,4.087,3.891,5325,3.91,antagonist
e4854,34.415,0.467,1.333,4.29,0.29,3.885,3.872,3.616,2384,3.542,antagonist
e4855,25.262,0.492,0.956,7.254,0.358,4.172,4.032,3.741,3678,4.322,antagonist
e4856,12.736,0.464,0.989,7.277,0.336,4.086,4.006,3.836,2075,2.11,antagonist
e4857,13.356,0.486,0.856,7.14,0.32,4.148,4.005,3.907,1915,2.753,antagonist
e4858,14.142,0.483,0.999,6.414,0.313,4.127,3.991,3.786,1205,2.301,antagonist
e4859,6.928,0.469,0.822,6.333,0.315,3.894,3.835,3.777,831,1.174,antagonist
e4860,19.342,0.492,0.908,7.382,0.336,4.02,4.004,3.864,2295,3.083,antagonist
e4861,59.507,0.455,1.175,6.731,0.407,4.087,4.053,3.887,8577,7.919,antagonist
e4862,41.481,0.456,1.211,7.638,0.383,4.064,4.031,3.85,6209,4.815,antagonist
e4864,67.472,0.459,1.323,7.293,0.348,4.064,4.026,3.81,12415,6.706,antagonist
e4865,53.776,0.486,1.06,7.38,0.371,4.066,4.077,3.83,7681,7.381,antagonist
e4866,39.015,0.464,1.207,5.277,0.317,3.938,3.901,3.66,3518,3.06,antagonist
e4867,26.682,0.485,1.099,6.086,0.314,3.908,3.925,3.852,3776,3.61,antagonist
e4868,18.007,0.494,0.949,5.062,0.315,3.934,3.89,3.766,996,2.166,antagonist
e4869,75.949,0.484,1.082,5.939,0.327,4.034,3.926,3.909,9326,7.089,antagonist
e4870,9.757,0.427,1.361,4.745,0.366,3.864,3.691,3.635,877,1.64,antagonist
e4872,24.916,0.489,1.159,7.587,0.339,4.014,4.01,3.795,2988,3.323,antagonist
e4873,33.348,0.467,1.146,6.85,0.398,4.11,3.963,3.82,2554,3.564,antagonist
e4874,20.637,0.438,1.579,4.443,0.301,3.914,3.719,3.688,1398,2.078,antagonist
e4875,23.207,0.545,0.409,6.551,0.381,4.221,3.964,4.134,1580,3.196,antagonist
e4876,84.428,0.471,1.145,7.205,0.319,4.039,4.005,3.918,15760,7.264,antagonist
e4877,11.459,0.488,1.025,5.968,0.289,3.911,3.889,3.758,934,1.671,antagonist
e4878,5.802,0.487,0.733,7.808,0.358,4.119,4.086,3.686,1174,1.873,antagonist
e4879,31.973,0.467,1.281,4.654,0.29,3.887,3.874,3.623,2384,3.215,antagonist
e4880,28.968,0.483,1.145,8.33,0.326,4.716,4.099,4.13,4747,3.736,antagonist
e4881,43.964,0.456,0.979,7.992,0.385,4.098,4.056,3.848,10427,5.423,antagonist
e4882,18.891,0.489,1.244,6.509,0.339,3.921,3.924,3.796,2200,3.097,antagonist
e4883,12.052,0.458,0.821,7.201,0.356,4.406,3.97,4.127,2357,3.308,antagonist
e4884,146.361,0.452,1.384,6.657,0.374,4.062,4.058,3.873,47702,14.597,antagonist
e4885,37.668,0.489,0.975,6.709,0.409,4.133,4.1,3.895,4953,7.827,antagonist
e4886,70.92,0.46,1.087,7.877,0.376,4.225,4.038,4.068,18605,7.889,antagonist
e4887,43.117,0.467,1.153,6.229,0.323,3.955,3.923,3.844,5067,3.879,antagonist
e4888,33.114,0.463,1.075,8.376,0.378,4.122,4.07,3.916,8404,4.582,antagonist
e4889,151.705,0.468,1.213,8.612,0.391,4.184,4.142,4.071,38374,13.506,antagonist
e4890,4.741,0.429,1.308,5.707,0.33,3.977,3.775,3.708,761,1.126,antagonist
e4891,20.608,0.477,1.415,4.717,0.268,3.875,3.876,3.607,1769,2.424,antagonist
e4892,44.385,0.452,0.967,8.046,0.387,4.102,4.056,3.857,11046,5.502,antagonist
e4893,27.014,0.492,1.159,5.673,0.385,4.012,4.034,3.776,3291,6.988,antagonist
e4894,50.63,0.467,1.207,6.719,0.394,4.117,4.09,3.852,6929,8.574,antagonist
e4895,28.661,0.465,1.413,4.22,0.336,3.932,3.863,3.63,2112,2.967,antagonist
e4896,141.27,0.453,1.389,6.621,0.371,4.056,4.059,3.872,46120,14.618,antagonist
e4897,14.898,0.508,0.939,7.483,0.333,4.344,4.079,3.861,2599,3.668,antagonist
e4898,214.024,0.457,1.38,7.855,0.375,4.064,3.979,3.914,113854,12.407,antagonist
e4899,35.848,0.505,0.861,7.648,0.311,4.135,4.022,4.082,6172,5.98,antagonist
e4900,150.073,0.466,1.202,8.654,0.391,4.185,4.142,4.073,39760,13.365,antagonist
e4901,32.481,0.524,1.497,4.881,0.33,4.444,3.931,4.096,1072,3.274,antagonist
e4902,135.437,0.461,1.132,7.321,0.365,4.074,4.027,3.906,33353,10.099,antagonist
e4903,25.308,0.469,1.028,6.95,0.352,3.967,3.951,3.864,3322,3.148,antagonist
e4904,11.416,0.463,1.05,6.471,0.334,3.926,3.898,3.692,1560,2.007,antagonist
e4905,36.146,0.503,0.828,7.709,0.343,4.155,3.99,4.003,4028,4.302,antagonist
e4906,27.724,0.478,1.045,6.557,0.333,3.978,3.899,3.774,2180,2.777,antagonist
e4907,20.27,0.491,0.996,6.033,0.343,4.011,3.945,3.878,2402,2.93,antagonist
e4908,41.95,0.457,1.251,6.657,0.342,4.028,3.965,3.808,3176,3.307,antagonist
e4909,67.186,0.443,1.166,8.126,0.363,4.106,4.058,3.866,22962,6.635,antagonist
e4910,41.491,0.465,1.262,7.336,0.38,4.028,3.999,3.76,4726,3.767,antagonist
e4911,23.023,0.495,1.653,2.565,0.259,3.763,3.749,3.651,1458,2.975,antagonist
e4913,24.624,0.519,0.837,7.361,0.363,4.359,4.098,4.123,3500,5.686,antagonist
e4914,28.776,0.527,0.766,6.252,0.333,4.322,3.942,4.1,1898,3.634,antagonist
e4915,108.82,0.455,1.275,8.12,0.375,4.108,4.068,3.877,31422,9.272,antagonist
e4916,48.289,0.484,1.07,6.437,0.358,3.99,3.99,3.914,4996,5.207,antagonist
e4917,19.243,0.455,0.939,8.363,0.39,4.135,4.066,3.935,7290,4.146,antagonist
e4918,69.325,0.453,1.138,8.106,0.377,4.105,4.058,3.863,17490,6.947,antagonist
e4919,111.906,0.458,1.379,6.504,0.38,4.057,4.055,3.853,29077,13.103,antagonist
e4920,34.373,0.468,1.206,5.696,0.309,3.891,3.877,3.796,2718,2.754,antagonist
e4921,43.8,0.471,0.879,9.884,0.402,4.355,4.288,3.984,12720,6.732,antagonist
e4922,69.066,0.463,1.273,7.48,0.376,4.136,4.092,3.94,16539,7.6,antagonist
e4923,42.353,0.489,1.24,5.961,0.344,3.978,4.004,3.809,4381,6.728,antagonist
e4924,46.333,0.492,1.158,6.592,0.315,3.934,3.952,3.877,10835,6.13,antagonist
e4925,12.84,0.481,0.934,7.392,0.313,4.224,4.005,4.016,1832,2.432,antagonist
e4926,38.483,0.485,0.997,7.016,0.336,4.246,3.912,4.011,5794,4.619,antagonist
e4927,112.632,0.467,1.083,8.288,0.388,4.168,4.068,3.978,37389,11.687,antagonist
e4928,14.654,0.438,0.974,6.72,0.306,4,3.845,3.957,2446,1.717,antagonist
e4929,18.047,0.488,0.904,5.763,0.306,3.999,3.927,3.881,2592,2.51,antagonist
e4930,23.056,0.494,1.115,4.321,0.328,4.047,3.903,3.635,788,2.508,antagonist
e4931,12.965,0.538,0.687,6.421,0.35,4.251,3.962,4.038,1582,5.518,antagonist
e4932,6.584,0.506,0.977,2.784,0.294,3.865,3.829,3.707,264,0.801,antagonist
e4933,51.008,0.489,1.051,6.372,0.372,4.104,4.062,3.885,6159,9.355,antagonist
e4934,10.202,0.488,0.781,6.249,0.335,4.028,3.917,3.861,1114,1.774,antagonist
e4935,89.009,0.468,1.295,5.996,0.31,3.932,3.904,3.847,13280,6.219,antagonist
