Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,CATS2D Lipophilic-Lipophilic at lag 03,CATS2D Lipophilic-Lipophilic at lag 06,Frequency of C - C at topological distance 3,Information Content index (neighborhood symmetry of 2-order),mean information content on the distance degree equality,Balaban-like index from distance/detour matrix,Balaban-like index from Barysz matrix weighted by mass,path/walk 5 - Randic shape index,ring perimeter,AgonistClass
e3882,0,0,0,0,2.414,1.95,6,8.0907,0,0,inactive
e3884,22.558,11,9,27,3.769,3.63,18.8009,2.0739,0.106,15,inactive
e3885,15.925,1,0,4,3.893,3.203,12.1829,3.283,0.093,6,inactive
e3887,25.387,2,1,6,4.088,3.975,14.3714,3.1922,0.087,10,inactive
e3888,5.947,3,0,7,3.845,3.379,10.7924,3.1451,0.074,6,inactive
e3889,9.252,3,0,11,3.663,3.64,11.3246,3.2365,0.071,6,inactive
e3890,14.541,8,0,13,3.945,3.774,11.6367,3.2356,0.088,6,inactive
e3891,11.577,6,4,12,3.882,3.735,10.6952,2.0131,0.087,12,inactive
e3892,11.138,15,3,24,3.415,3.503,17.6597,2.4554,0.128,13,inactive
e3893,3.63,1,2,9,2.846,1.918,10.0432,2.5938,0.095,12,inactive
e3894,0,9,0,13,3.593,2.732,9.9708,2.435,0.082,6,inactive
e3895,14.205,16,6,18,3.164,2.837,10.9782,2.5352,0.099,12,inactive
e3896,0,4,0,4,1.868,0.971,7.8012,3.0613,0.028,4,inactive
e3897,170.575,24,21,33,4.711,3.732,15.3918,2.8833,0.105,18,inactive
e3898,3.592,0,0,3,3.384,2.722,9,3.4155,0.039,0,inactive
e216,5.972,0,0,4,3.762,3.323,11.6638,3.5008,0.084,6,inactive
e3900,1.864,6,0,9,3.447,3.459,9.7466,3.1482,0.087,6,inactive
e3901,4.787,5,2,9,3.538,3.393,9.8068,2.9646,0.077,6,inactive
e3902,37.347,0,7,7,3.852,3.821,14.5086,4.3313,0.083,6,inactive
e3903,7.69,1,1,11,4.107,3.939,13.6074,2.4713,0.082,12,inactive
e3904,23.198,0,0,6,3.403,2.669,17,4.8957,0.079,0,inactive
e3905,27.355,1,0,17,3.76,3.594,12.9442,2.7721,0.119,12,inactive
e3906,0,0,0,3,2.496,2.419,8,4.4195,0,0,inactive
e3907,19.829,16,8,18,3.108,2.676,10.7984,2.5241,0.088,12,inactive
e3908,6.09,7,2,9,3.554,2.689,9.4841,2.5717,0.083,6,inactive
e3909,6.698,3,0,7,3.335,2.557,11.0074,3.1731,0.079,6,inactive
e3910,0,1,0,3,3.107,2.722,9.3487,3.5912,0.062,6,inactive
e3911,10.306,7,8,14,3.072,3.374,10.3843,2.2282,0.087,12,inactive
e3912,10.833,11,6,20,3.816,3.882,13.8723,2.0639,0.099,16,inactive
e3913,5.462,2,2,9,3.004,2.855,9.9332,2.0669,0.082,11,inactive
e3914,7.921,0,2,5,3.393,2.807,13,4.2603,0.071,0,inactive
e3915,13.588,0,0,9,2.242,3.146,16,3.411,0.056,0,inactive
e3916,5.219,0,0,4,2.752,2.585,11,3.2617,0.053,0,inactive
e3917,7.724,11,4,21,3.364,3.584,18.3578,2.5593,0.107,14,inactive
e3918,16.746,7,9,13,3.648,3.572,11.2702,2.551,0.079,6,inactive
e3919,0,4,0,5,2.777,2.725,8.5992,3.2682,0.078,6,inactive
e3920,6.984,3,0,9,2.873,1.792,9.6214,2.7688,0.087,6,inactive
e3921,7.354,2,2,9,3.968,3.507,10.7084,2.7841,0.069,6,inactive
e3922,6.419,0,0,4,2.752,2.322,9,3.2735,0.051,0,inactive
e3923,10.036,2,1,9,3.306,3.393,10.5088,3.2296,0.093,6,inactive
e3924,1.63,0,0,3,3.53,2.75,7.6674,3.0368,0.062,5,inactive
e3926,6.837,2,0,8,4.162,3.537,11.3615,2.8126,0.082,11,inactive
e3927,16.282,3,2,14,3.85,3.922,14.281,3.1189,0.086,6,inactive
e3928,21.482,8,11,19,3.558,3.971,11.3976,1.8914,0.083,12,inactive
e3929,2.513,0,0,2,3.19,2.725,8,4.0825,0.053,0,inactive
e3930,6.986,2,2,11,3.528,3.393,9.8068,2.8153,0.09,6,inactive
e3931,6.667,0,1,0,2.846,2.281,8,6.7968,0.025,0,inactive
e3932,0,6,0,3,2.549,2.446,8.8592,4.7203,0.062,6,inactive
e3933,23.693,19,4,29,4.359,3.796,15.7005,1.859,0.113,13,inactive
e3934,7.433,3,4,8,3.09,2.752,9.4194,2.9189,0.075,6,inactive
e3935,11.191,0,4,8,2.343,1.784,11,4.6767,0.05,0,inactive
e3936,6.038,0,2,1,2.664,2,7,4.3062,0.048,0,inactive
e3937,27.169,7,4,12,3.572,2.914,16.4268,3.9346,0.109,6,inactive
e3938,1.426,3,0,5,3.24,2.246,12.858,3.6045,0.095,9,inactive
e3939,12.831,0,6,12,2.552,1.854,12,4.5149,0.089,0,inactive
e3940,6.913,8,0,12,3.605,3.59,13.9245,3.2856,0.092,10,inactive
e3941,3.502,1,0,3,3.022,1.877,11.1439,5.3767,0.07,6,inactive
e3942,12.895,4,8,14,2.242,2.379,10.1081,1.9205,0.091,12,inactive
e3943,13.316,0,0,6,3.035,2.974,14,3.2801,0.055,0,inactive
e3944,8.99,0,0,6,3.341,2.914,10,3.6723,0.078,0,inactive
e3945,10.57,0,0,8,3.099,3.239,12,3.5162,0.045,0,inactive
e3946,52.872,0,0,8,3.447,2.927,28,6.2248,0.074,0,inactive
e3947,15.152,0,4,7,3.366,2.75,15,3.7606,0.064,0,inactive
e3948,36.515,0,10,12,2.861,2.622,19,4.9483,0.099,0,inactive
e3949,0,0,0,6,2.914,2.5,7,4.0751,0,0,inactive
e3950,17.503,6,12,14,3.281,3.219,11.4243,2.0366,0.082,12,inactive
e3951,8.44,0,0,8,2.21,1.792,11,3.6619,0.034,0,inactive
e3952,4.507,4,0,6,3.204,2.722,8.6344,3.3229,0.083,6,inactive
e3953,9.132,2,0,11,3.294,2.931,9.8378,2.8858,0.1,6,inactive
e3954,1.951,5,0,7,3.014,2.725,8.5992,2.2158,0.078,6,inactive
e3955,15.582,16,11,22,3.589,3.725,17.8221,2.4973,0.11,14,inactive
e3956,13.525,12,9,16,3.664,2.906,8.7557,2.0057,0.056,9,inactive
e3957,11.911,0,0,7,2.781,2.522,13,4.0512,0.047,0,inactive
e3958,18.828,3,4,11,3.86,3.916,12.5344,3.4012,0.102,12,inactive
e3959,21.305,14,12,26,4.032,4.089,14.5513,2.0962,0.12,16,inactive
e3960,2.401,1,0,3,3.304,2.5,7,2.9219,0.047,0,inactive
e3961,0,4,1,5,3.323,2.722,9.4033,3.6166,0.072,6,inactive
e3962,9.585,2,2,10,4.131,3.625,11.154,2.7725,0.074,6,inactive
e313,3.787,2,0,7,3.732,2.845,9.2739,2.9131,0.074,6,inactive
e3964,34.557,11,12,25,4.044,3.804,12.9582,2.608,0.1,12,inactive
e3965,11.728,2,2,9,3.957,3.69,11.2369,2.7853,0.073,6,inactive
e3966,37.549,5,10,21,4.067,3.783,12.7521,2.7123,0.094,12,inactive
e3967,27.487,3,2,9,3.93,3.827,12.3936,4.521,0.091,6,inactive
e3968,25.961,0,10,13,4.046,3.72,12.7907,2.9532,0.113,9,inactive
e3969,28.521,3,4,15,4.684,4.202,10.9392,2.2465,0.1,16,inactive
e3970,22.635,16,9,25,3.575,3.573,11.9621,1.9446,0.075,12,inactive
e3971,24.22,0,1,5,3.957,3.419,13.1207,4.2793,0.084,6,inactive
e3972,4.125,1,4,9,3.664,2.753,12.291,2.4149,0.092,14,inactive
e3973,20.179,0,0,2,3.607,3.093,13,8.5202,0.029,0,inactive
e3974,10.23,5,0,7,3.661,3.239,10.4358,3.222,0.081,6,inactive
e3975,19.067,2,1,6,3.84,3.722,11.0462,3.1101,0.084,11,inactive
e3976,6.037,0,0,4,3.355,2.55,10,3.9881,0.046,0,inactive
e3977,2.53,12,0,18,3.209,3.107,18.4981,2.6191,0.123,12,inactive
e3978,0,0,0,1,3,1.895,8.9797,3.3196,0.057,6,inactive
e3979,15.7,8,5,11,2.682,3,15,2.9272,0.055,0,inactive
e3980,3.568,1,0,5,3.646,3.085,10.3761,3.61,0.085,6,inactive
e3981,0,0,0,4,3.453,1.561,8.4152,3.2537,0.06,6,inactive
e3982,17.025,0,9,9,2.67,2.237,12,4.5885,0.087,0,inactive
e3983,11.599,6,0,12,3.658,3.537,15.0486,3.6791,0.084,10,inactive
e3984,4.378,0,0,2,2.205,1.95,6,4.0124,0.043,0,inactive
e3985,0.728,1,0,4,3.468,2.371,9.1454,3.4979,0.078,6,inactive
e3986,17.828,0,0,2,2.349,2.027,16,4.775,0.029,0,inactive
e3987,5.61,1,0,6,3.849,3.181,10.7654,3.471,0.088,6,inactive
e3988,0,0,0,0,3.096,1.557,7.4192,3.2708,0.046,5,inactive
e3989,9.916,6,0,13,3.039,3.096,10.9941,1.9975,0.083,12,inactive
e3990,6.194,10,0,16,3.278,3.182,13.6371,1.8257,0.12,9,inactive
e3991,0,3,0,5,3.578,3.085,10.3761,3.7004,0.085,6,inactive
e3992,15.729,3,0,14,4.491,4.002,13.0665,1.7604,0.103,21,inactive
e3993,0,4,0,4,2.354,0.971,7.8012,2.8826,0.028,4,inactive
e3994,7.125,5,10,12,2.976,3.379,10.2583,2.3293,0.088,12,inactive
e3995,12.271,5,6,13,4.107,3.88,13.0231,2.767,0.098,12,inactive
e3996,3.839,6,1,10,3.607,2.855,9.6249,3.0495,0.079,6,inactive
e3997,7.773,0,0,6,3.247,3.239,12,3.5694,0.048,0,inactive
e3998,13.409,6,4,10,3.426,2.95,13,4.1294,0.054,0,inactive
e3999,9.692,0,5,6,3.156,2.918,11,3.6356,0.04,0,inactive
e4000,0.762,0,0,6,3.503,2.419,8.3809,2.7141,0.078,6,inactive
e4001,0.416,0,0,3,3.537,2.807,6,3.1426,0.022,0,inactive
e4002,1.461,3,0,3,3.264,2.55,9.7963,4.9773,0.059,6,inactive
e4003,8.432,3,7,10,2.944,3.203,11.0563,3.7372,0.089,12,inactive
e4004,7.742,12,9,16,2.902,3.374,10.2981,2.3427,0.091,12,inactive
e4005,0,2,0,5,3.457,2.446,9.7043,3.6595,0.059,6,inactive
e4006,8.7,7,3,12,3.634,3.374,10.7809,2.7201,0.081,6,inactive
e4007,7.549,6,4,14,3.203,2.44,9.7817,1.8252,0.08,12,inactive
e4008,0,3,0,5,3.468,2.371,9.3387,3.5408,0.078,6,inactive
e4009,1.777,8,0,10,3.109,2.371,9.3387,3.1883,0.078,6,inactive
e4010,42.561,0,3,9,3.817,3.198,23,5.5546,0.071,0,inactive
e4011,1.635,0,0,3,3.24,1.895,9.7152,3.8637,0.065,6,inactive
e4012,0.791,4,0,5,3.384,2.55,9.7963,4.6576,0.059,6,inactive
e4013,7.611,5,0,11,4.027,3.522,11.9559,2.2663,0.082,9,inactive
e4014,1.481,7,0,10,3.939,2.722,9.4033,2.6491,0.072,6,inactive
e4015,5.628,6,1,10,3.232,2.855,10.1293,3.1139,0.089,6,inactive
e4016,6.527,1,2,6,3.804,3.252,9.7385,2.8969,0.075,6,inactive
e4017,1.443,12,0,14,3.634,2.914,9.5685,2.7086,0.07,5,inactive
e4018,8.622,0,1,3,3.804,3.122,9,3.5025,0.048,0,inactive
e4019,9.361,11,7,20,3.237,3.822,13.4629,2.1414,0.098,16,inactive
e4020,23.326,0,0,4,3.684,3.249,20,5.2925,0.042,0,inactive
e4021,0.909,0,0,1,2.823,2.522,8.9797,2.742,0.061,6,inactive
e4022,1.938,2,0,5,3.059,2.446,8.9537,3.0959,0.072,6,inactive
e4023,5.259,10,0,12,3.077,2.788,13.6672,3.3825,0.089,10,inactive
e4024,2.545,0,0,6,3.345,2.646,8.7761,2.6663,0.07,6,inactive
e4025,10.564,7,4,9,2.467,2.931,7.5574,1.6465,0.048,3,inactive
e4026,5.674,3,0,9,3.164,2.557,10.7791,2.4498,0.094,6,inactive
e4027,16.46,0,4,7,3.851,2.974,14,4.5048,0.066,0,inactive
e4028,15.604,0,8,4,3.506,2.676,16,4.6827,0.053,0,inactive
e4029,16.956,6,0,21,3.965,3.511,11.054,2.3521,0.084,12,inactive
e4030,6.487,4,6,6,2.506,2.676,10.3125,3.1328,0.086,12,inactive
e4031,7.039,6,6,10,2.752,3.125,10.5745,3.6255,0.088,12,inactive
e4032,39.72,1,0,19,4.046,3.97,14.6895,1.5244,0.067,10,inactive
e4033,21.27,12,9,14,2.533,3.837,17,3.5656,0.06,0,inactive
e4034,7.684,0,0,4,3.765,2.752,11,3.5955,0.039,0,inactive
e4035,42.626,3,0,7,3.497,2.918,10.9436,4.2733,0.074,6,inactive
e4036,3.698,15,4,15,3.119,2.355,9.7493,2.9988,0.065,6,inactive
e4037,5.553,5,2,9,3.09,2.689,9.5103,3.005,0.065,6,inactive
e4038,2.767,0,0,3,3.322,2,7,2.9053,0.048,0,inactive
e4039,6.923,0,0,5,2.931,2.585,11,3.4499,0.053,0,inactive
e4040,60.526,29,34,53,4.457,4.102,12.9509,1.5473,0.098,30,inactive
e4041,13.391,0,4,5,3.455,2.75,15,3.838,0.04,0,inactive
e4042,39.805,20,4,32,4.285,3.912,15.7949,2.0564,0.071,12,inactive
e4043,0.969,3,0,5,3.007,2.732,9.3973,2.6044,0.079,11,inactive
e4044,0,1,0,1,3.102,1.75,7,5.0429,0.047,0,inactive
e4045,1.906,1,0,5,3.418,2.419,8.3809,2.2031,0.078,6,inactive
e4046,4.837,0,0,5,3.295,2.914,10,4.1201,0.053,0,inactive
e4047,19.539,0,3,8,3.135,2.027,16,4.7182,0.029,0,inactive
e4048,10.018,0,0,6,2.853,2.47,12,3.1565,0.046,0,inactive
e4049,10.839,4,4,10,4.101,3.5,11.4137,2.6277,0.071,6,inactive
e4050,6.433,1,0,5,3.499,3.273,12.0341,4.4108,0.08,6,inactive
e4051,8.644,16,9,25,3.402,3.461,18.5172,2.2862,0.12,14,inactive
e4052,5.121,14,4,22,2.896,3.459,14.418,1.8889,0.105,18,inactive
e4053,0.986,3,0,5,3.625,2.855,10.6986,3.8172,0.087,6,inactive
e4054,18.163,3,6,10,3.702,3.684,11.2815,3.127,0.087,12,inactive
e4055,11.581,1,2,8,4.134,3.572,11.4246,3.025,0.087,11,inactive
e4056,0.823,0,0,4,3.622,3.17,8.1303,2.5663,0.063,5,inactive
e4057,0.958,1,0,3,3.346,2.5,7,3.5741,0.029,0,inactive
e4058,35.848,11,13,34,4.332,4.236,11.5241,1.9126,0.093,18,inactive
e4059,8.373,0,0,8,2.781,2.807,13,3.4168,0.054,0,inactive
e4060,21.277,3,0,11,3.082,2.419,7.8412,1.3156,0.06,12,inactive
e4061,57.645,0,4,6,3.584,3.239,10.9743,3.7258,0.087,6,inactive
e4062,5.441,3,6,7,3.559,2.661,9.6468,2.6983,0.063,6,inactive
e4063,12.814,4,1,8,3.03,2.974,14,3.2349,0.045,0,inactive
e4064,7.677,1,2,5,3.825,2.918,11,3.5745,0.063,0,inactive
e4065,7.882,0,3,4,3.825,2.752,8.5557,2.4662,0.045,5,inactive
e4066,10.176,13,4,18,3.831,3.24,11.4552,3.2952,0.078,6,inactive
e4067,0,0,0,0,3.328,1.906,7,6.0681,0,0,inactive
e4068,7.875,0,0,6,3.624,2.873,12,3.942,0.034,0,inactive
e4069,7.989,11,7,15,3.36,2.44,9.7817,1.8174,0.08,12,inactive
e4070,6.691,2,2,5,3.468,3.096,10,3.2915,0.046,0,inactive
e4071,7.193,0,0,6,2.922,2.922,9,3.4878,0.056,0,inactive
e4072,0.615,0,0,2,3.453,2.236,6,3.1732,0.044,0,inactive
e4073,4.772,2,0,7,3.391,1.792,10.5095,3.6389,0.088,6,inactive
e4074,0,5,0,9,3.142,2.122,9.561,2.616,0.053,6,inactive
e4075,5.611,0,2,4,3.741,2.664,8.1857,2.4212,0.052,5,inactive
e4076,6.203,4,0,8,3.331,3.278,10,3.7478,0.044,0,inactive
e4077,88.458,16,8,28,3.693,3.347,14.3189,2.6859,0.103,12,inactive
e4078,6.689,0,0,4,2.354,2.252,5.9617,1.5311,0.04,6,inactive
e4079,14.082,0,0,6,3.315,2.911,16,3.97,0.042,0,inactive
e4080,9.784,3,2,13,3.99,3.239,10.2157,2.9964,0.092,6,inactive
e4081,7.183,2,5,10,3.203,3.146,11.2665,3.6053,0.097,12,inactive
e4083,13.119,6,5,9,3.022,3.374,14,3.1343,0.05,0,inactive
e4084,41.892,6,3,5,3.903,3.366,12.8999,5.2406,0.075,6,inactive
e4085,0,0,0,2,3.309,2.171,9,4.9277,0,0,inactive
e4086,5.621,3,0,8,3.918,3.182,9.9598,2.5572,0.09,11,inactive
e4087,0,6,3,3,3.468,2.522,10.1364,3.9642,0.074,6,inactive
e4088,13.722,0,6,14,3.133,2.923,11.7902,2.583,0.072,6,inactive
e4089,6.034,6,0,9,3.661,3.252,10.0715,3.128,0.087,6,inactive
e4090,17.452,1,6,10,3.924,3.884,13.6226,3.0898,0.064,6,inactive
e4091,6.268,0,0,4,3.485,2.732,10,3.0826,0.048,0,inactive
e4092,17.529,9,4,21,4.053,3.573,19.7881,2.7707,0.118,14,inactive
e4093,7.707,3,2,13,3.958,3.239,10.2157,3.0584,0.092,6,inactive
e4094,17.381,12,6,23,3.85,3.461,14.8715,2.1454,0.12,16,inactive
e4095,12.876,6,11,17,3.555,3.725,14.3683,2.4673,0.119,15,inactive
e4096,5.879,0,0,2,3.059,2.281,8,4.6679,0.05,0,inactive
e4097,19.65,0,12,3,2.876,2.239,14,8.3787,0.085,0,inactive
e4098,4.585,3,0,8,3.918,3.625,10.28,2.5533,0.081,11,inactive
e4099,7.989,0,4,2,2.74,2.187,10,5.6836,0.026,0,inactive
e4101,9.309,13,2,14,2.449,2.873,10.1507,1.8045,0.095,12,inactive
e4102,15.505,9,7,12,3.563,3.264,16,3.1647,0.053,0,inactive
e2044,58.984,0,0,17,4.288,3.893,15.6459,2.0065,0.099,18,inactive
e4104,15.552,0,2,9,4.051,3.457,14,4.2278,0.065,0,inactive
e4105,17.986,23,9,25,3.377,3.617,11.6831,1.7278,0.101,12,inactive
e4106,11.097,4,2,7,3.141,2.777,12,2.9268,0.054,0,inactive
e4107,8.36,3,2,6,3.682,3.252,11,3.3511,0.061,0,inactive
e4108,13.698,3,3,9,4.139,3.323,11.7907,3.0964,0.095,6,inactive
e4109,10.118,7,2,10,3.447,3.093,9.9789,2.1706,0.078,6,inactive
e4110,5.702,3,4,7,3.455,2.855,9.2816,2.6311,0.071,6,inactive
e4111,14.567,0,2,7,3.642,3.774,14,4.2763,0.059,0,inactive
e4112,3.172,10,2,11,3.745,2.732,9.4497,2.6767,0.073,6,inactive
e4113,44.781,6,12,12,2.486,2.555,10.8747,2.097,0.096,18,inactive
e4114,13.663,0,0,1,3.833,1.792,11,5.34,0.034,0,inactive
e4115,14.299,4,0,10,3.784,3.304,10.5375,2.4385,0.073,11,inactive
e4116,32.8,0,4,5,3.556,3.497,18,5.6857,0.075,0,inactive
e4117,0,0,0,0,3.625,2.059,8,5.6863,0.032,0,inactive
e4118,20.894,0,3,6,3.164,2.752,11,4.0425,0.076,0,inactive
e4119,5.185,2,2,11,2.891,2.732,9.1259,2.4434,0.073,6,inactive
e4120,9.828,2,3,7,3.923,3.374,10.5108,2.4117,0.088,11,inactive
e4121,2.031,5,0,3,3.328,3.027,10.986,5.1281,0.078,6,inactive
e4122,13.848,7,10,19,3.794,3.88,13.9677,2.3653,0.099,16,inactive
e4123,22.768,5,8,11,3.258,3.278,21,3.4029,0.046,0,inactive
e4124,0,0,0,0,3.239,2.128,6,6.5363,0,0,inactive
e4125,14.862,0,0,4,3.366,3.14,14,5.2106,0.036,0,inactive
e4126,16.006,0,3,0,2.881,2.449,6.6982,3.0232,0.078,9,inactive
e4127,3.502,2,0,3,2.927,2.664,9.0561,4.0363,0.071,6,inactive
e4128,11.28,8,8,14,3.65,3.379,10.703,2.8627,0.076,6,inactive
e4129,4.74,10,0,7,2.642,0.971,9.6144,3.6851,0.076,6,inactive
e4130,0,1,0,4,3.022,2.725,8,3.8163,0.021,0,inactive
e4131,14.762,0,0,3,3.647,3.64,11.749,3.3577,0.096,6,inactive
e4132,30.335,11,11,27,4.044,4.278,19.1789,2.1373,0.108,15,inactive
e4133,2.792,1,0,7,2.845,2.322,9.4292,3.1072,0.077,6,inactive
e4134,1.559,0,0,2,3.293,2.807,6,3.3102,0.022,0,inactive
e4135,0,1,0,1,2.406,0.918,5,3.6919,0,0,inactive
e4136,7.322,1,0,8,3.69,3.252,10.3619,3.2003,0.087,6,inactive
e4137,6.974,8,4,10,3.771,3.085,9.5619,2.5692,0.069,5,inactive
e4138,5.126,5,2,6,3.772,2.322,9,3.2099,0.051,0,inactive
e4139,1.311,6,0,12,3.404,3.278,14.3087,2.9957,0.094,10,inactive
e4140,12.078,9,6,10,2.666,2.95,13,2.892,0.051,0,inactive
e4141,2.158,2,0,3,3.577,1.95,6,2.8439,0.043,0,inactive
e4142,19.283,2,0,12,4.336,4.244,13.8143,2.9952,0.09,12,inactive
e4143,18.73,1,0,5,3.6,3.093,13,5.4626,0.063,0,inactive
e4144,18.043,0,0,5,3.354,3.337,11.7799,3.4778,0.073,5,inactive
e4145,23.577,2,5,5,3.807,3.281,12.0854,4.372,0.076,6,inactive
e4146,25.042,15,14,26,4.343,4.085,14.6116,2.1111,0.118,16,inactive
e4147,10.196,0,0,12,2.664,2.25,15,4.4726,0.079,0,inactive
e358,3.114,4,0,7,3.535,2.646,8.8704,2.7644,0.085,6,inactive
e4149,1.331,0,0,10,2.823,2.046,9,4.113,0.045,0,inactive
e4150,5.239,6,1,12,4.11,3.457,14.9616,3.0884,0.105,10,inactive
e4151,8.58,6,2,13,4.006,3.939,12.3326,2.2068,0.079,12,inactive
e4152,6.788,2,0,3,2.829,2.914,8.9537,3.0126,0.078,6,inactive
e4153,0,0,0,4,3.208,2.059,8,3.8923,0,0,inactive
e4154,8.295,4,3,8,3.114,3.418,9.649,2.2492,0.077,6,inactive
e4155,1.407,0,0,3,3.852,3.379,9.6076,2.8433,0.081,10,inactive
e4156,13.147,4,2,7,3.845,2.842,11.0121,3.3885,0.083,6,inactive
e4157,5.353,3,0,6,3.638,3.093,10.0752,2.7387,0.068,6,inactive
e4158,12.364,6,0,16,3.35,3.17,10.7353,2.0203,0.081,12,inactive
e4159,24.169,4,7,17,3.725,4.282,13.6045,2.2972,0.098,18,inactive
e4160,15.536,10,5,17,3.426,3.457,12.0213,2.8613,0.087,6,inactive
e4161,12.154,3,0,7,3.634,3.547,10.1099,2.9897,0.071,6,inactive
e4162,8.377,17,1,22,3.76,3.409,15.5354,2.0181,0.093,13,inactive
e4163,8.644,5,0,5,3.749,3.239,10.3322,3.2165,0.076,6,inactive
e4164,10.405,5,3,7,2.786,2.55,10,3.0352,0.052,0,inactive
e4165,21.101,0,1,6,3.577,3.125,15,6.425,0.082,0,inactive
e4166,9.598,7,1,11,3.57,3.022,10.0647,2.5283,0.077,6,inactive
e4167,7.13,6,4,8,3.296,3.085,11,3.6943,0.055,0,inactive
e4168,8.339,2,2,7,4.066,3.293,11.6793,3.2499,0.06,6,inactive
e4169,36.238,0,5,13,3.957,3.447,16.7599,4.5271,0.123,6,inactive
e4170,15.882,6,4,12,3.543,3.684,11.1298,2.2764,0.085,12,inactive
e4171,37.308,7,6,8,3.802,3.522,11.9277,3.6645,0.095,12,inactive
e4172,23.046,0,4,5,3.79,3.617,9.7891,2.4889,0.07,9,inactive
e4173,24.761,0,5,0,3.325,3.093,9.4604,5.3392,0.068,5,inactive
e4174,3.505,9,0,7,3.572,3.393,11.2087,3.5902,0.096,6,inactive
e4175,0,0,0,0,2.822,2.5,7,4.6277,0,0,inactive
e4176,28.3,9,1,14,4.118,4.061,14.2589,2.7878,0.084,6,inactive
e4177,27.925,12,14,21,3.577,3.369,11.9511,2.7305,0.099,12,inactive
e4178,18.141,1,5,13,3.678,4.143,13.3742,3.2085,0.09,6,inactive
e4179,17.307,5,0,11,4.221,4.107,13.7928,2.6879,0.076,6,inactive
e4180,2.659,0,0,1,3.572,2.503,8,7.6272,0.024,0,inactive
e4181,34.182,10,16,26,4.213,4.307,11.775,1.89,0.099,15,inactive
e4182,138.304,21,23,32,4.544,3.587,14.5378,2.5511,0.102,18,inactive
e4183,1.637,3,0,5,3.203,2.732,10.2078,3.7419,0.058,6,inactive
e4184,10.031,8,5,9,2.822,3.239,9.3864,1.9654,0.057,5,inactive
e4185,15.519,9,6,10,2.392,2.974,14,3.0364,0.055,0,inactive
e4186,1.088,6,0,8,3.116,0.971,9.6144,3.5487,0.076,6,inactive
e4187,25.236,12,10,22,3.696,3.684,11.6521,2.3935,0.094,12,inactive
e4188,4.58,0,0,3,3.594,2.948,8,3.4007,0.044,0,inactive
e4190,21.689,22,16,33,3.423,3.668,13.5531,2.0899,0.126,21,inactive
e4191,3.076,6,0,7,3.684,2.855,10.1293,3.2221,0.089,6,inactive
e4192,0,0,0,2,3.189,1.95,7.5531,3.5504,0.029,5,inactive
e4193,22.583,9,3,19,3.032,3.156,15.3589,4.3745,0.126,6,inactive
e4194,6.057,9,3,12,3.611,3.252,10.0402,2.83,0.077,6,inactive
e4195,6.33,11,4,14,3.328,3.393,10.6534,2.1738,0.095,12,inactive
e4196,5.263,1,0,7,3.882,3.022,10.0647,3.1061,0.077,6,inactive
e4197,6.339,2,3,8,3.376,3.085,10.1767,2.7736,0.095,11,inactive
e4198,6.28,0,0,3,3.331,2.325,11.9352,2.088,0.122,6,inactive
e4199,11.009,2,4,3,2.557,2.322,9,5.3151,0.048,0,inactive
e4200,0,0,0,0,2.418,1.379,6,4.1042,0,0,inactive
e4201,4.764,2,1,9,3.873,1.918,10.0432,2.188,0.095,12,inactive
e4202,9.698,14,2,20,4.018,3.97,13.9984,2.5611,0.092,10,inactive
e4203,7.666,4,3,6,2.725,2.55,10,3.3098,0.052,0,inactive
e4204,11.67,5,4,11,3.621,3.027,12,3.5931,0.037,0,inactive
e4205,0.907,2,0,5,3.375,2.585,10.4989,3.8373,0.082,6,inactive
e4206,5.069,4,0,11,3.593,2.792,13.2785,2.6693,0.105,9,inactive
e4207,1.235,0,0,3,2.922,3.17,8.1303,2.603,0.063,5,inactive
e4208,9.753,18,4,25,3.518,3.578,17.9924,2.4683,0.113,13,inactive
e4209,5.779,1,0,3,3.425,3.006,11.5516,5.1221,0.064,6,inactive
e4210,8.769,3,6,12,3.638,3.24,13.7075,2.4292,0.112,9,inactive
e4211,30.497,12,9,17,3.848,3.931,25,3.4481,0.06,0,inactive
e4212,8.463,2,0,11,4.255,3.97,13.8581,2.668,0.104,9,inactive
e4213,10.673,4,0,7,3.783,3.093,10.2565,3.0408,0.071,6,inactive
e4214,0,3,0,5,3.057,2.503,9.2043,3.4165,0.054,6,inactive
e4216,6.593,0,4,4,2.43,2.122,9,3.8807,0.031,0,inactive
e4217,13.863,4,4,10,3.372,3.045,12.0295,2.8259,0.069,12,inactive
e4218,0,1,0,1,3.325,2,7,4.5198,0.015,0,inactive
e4219,3.79,0,0,3,3.461,2.922,9,4.0842,0.056,0,inactive
e4220,9.126,2,4,8,3.662,3.393,10.4108,2.9931,0.073,6,inactive
e4221,7.017,0,0,3,3.884,2.624,10.3256,4.6247,0.079,5,inactive
e4222,6.474,5,2,6,3.035,2.522,9,2.7898,0.046,0,inactive
e4223,6.417,1,0,3,3.209,1.922,9,4.5849,0.032,0,inactive
e4224,4.152,3,0,9,3.409,2.522,9.5103,3.0581,0.072,6,inactive
e4225,11.024,12,9,12,3.335,3.19,10.5887,2.5684,0.061,6,inactive
e4226,13.062,2,0,10,3.221,3.17,13.3164,2.7981,0.08,14,inactive
e4227,13.885,11,5,22,3.859,4.096,14.0873,2.0921,0.103,16,inactive
