Id,Frequency of C - C at topological distance 3,Moriguchi octanol-water partition coeff. (logP),squared Moriguchi octanol-water partition coeff. (logP^2),molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 2 of Burden matrix weighted by mass,normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment,Balaban V index,all-path Wiener index,first Zagreb index by Madan vertex degrees,BindingClass
e4084,5,3.628,13.165,4.599,0.317,4.153,0.244,0.378,1619,239.401,inactive
e4085,2,-0.005,0,0,0.409,3.209,0.449,1.019,114,51.388,inactive
e4087,3,3.249,10.554,0,0.323,4.027,0.333,0.534,480,174.533,inactive
e4088,14,2.466,6.081,2.197,0.272,3.498,0.238,0.451,913,78.441,inactive
e4089,9,2.654,7.044,3.841,0.305,3.381,0.254,0.462,526,56.831,inactive
e4090,10,1.553,2.411,5.007,0.279,3.638,0.186,0.375,1996,111.323,inactive
e4091,4,0.412,0.17,1.946,0.222,3.469,0.404,0.555,212,43.497,inactive
e4092,21,2.186,4.779,7.501,0.373,4.721,0.216,0.313,9756,235.274,inactive
e4093,13,2.134,4.552,4.123,0.319,3.485,0.312,0.473,589,61.108,inactive
e4094,23,2.895,8.382,6.487,0.344,3.76,0.176,0.303,5050,98.775,inactive
e4096,2,0.329,0.108,0,0.226,3.56,0.58,0.58,120,76.342,inactive
e4097,3,1.03,1.06,0,0.272,3.413,0.251,0.868,364,109.87,inactive
e4102,12,4.849,23.515,2.944,0.232,3.564,0.227,0.453,802,69.867,inactive
e2044,17,-5.21,27.147,5.03,0.386,3.772,0.103,0.232,20545,208.03,inactive
e4104,9,1.627,2.647,1.099,0.281,3.499,0.265,0.668,434,70.496,inactive
e4106,7,3.217,10.35,1.609,0.234,3.493,0.2,0.492,364,49.572,inactive
e4107,6,2.573,6.621,1.386,0.248,3.47,0.335,0.582,262,49.867,inactive
e4108,9,2.486,6.182,3.804,0.316,3.448,0.216,0.444,938,76.209,inactive
e4109,10,2.754,7.583,2.708,0.279,3.552,0.263,0.363,758,65.867,inactive
e4110,7,2.386,5.694,4.038,0.292,3.524,0.307,0.408,510,57.867,inactive
e4111,7,2.033,4.133,1.792,0.283,3.514,0.277,0.642,448,72.399,inactive
e4112,11,2.357,5.558,0,0.344,3.4,0.328,0.558,373,56.768,inactive
e4113,12,3.112,9.687,4.111,0.305,3.688,0.135,0.244,4564,149.242,inactive
e4114,1,-2.211,4.889,0,0.194,4.078,0.286,0.661,236,119.688,inactive
e4115,10,2.529,6.398,4.957,0.312,3.693,0.216,0.288,2473,144.442,inactive
e4116,5,0.05,0.002,2.773,0.3,3.566,0.202,0.658,828,127.687,inactive
e4117,0,-0.759,0.576,0,0.229,3.766,0.629,0.863,94,88.548,inactive
e4118,6,2.446,5.983,0,0.276,3.524,0.406,0.717,229,80.73,inactive
e4119,11,2.502,6.262,0,0.334,3.413,0.279,0.504,381,50.415,inactive
e4120,7,1.316,1.732,5.134,0.36,3.692,0.252,0.366,1547,86.122,inactive
e4121,3,2.639,6.964,0,0.334,4.09,0.398,0.55,587,152.727,inactive
e4123,11,3.649,13.313,2.89,0.281,3.647,0.174,0.445,1631,101.735,inactive
e4124,0,-0.501,0.251,0,0.195,3.253,0.84,0.97,46,64.829,inactive
e4125,4,-1.143,1.307,1.386,0.344,3.544,0.259,0.661,434,109.029,inactive
e4126,0,1.966,3.864,0,0.338,3.633,0.246,0.359,946,140.051,inactive
e4127,3,1.327,1.761,0,0.245,3.77,0.293,0.487,388,92.257,inactive
e4128,14,3.658,13.378,3.726,0.334,3.558,0.216,0.438,744,66.054,inactive
e4129,7,4.098,16.796,0,0.347,3.64,0.332,0.589,314,79.039,inactive
e4130,4,0.915,0.836,0,0.258,3.321,0.539,0.903,92,40.054,inactive
e4131,3,2.224,4.946,3.446,0.289,3.446,0.202,0.448,932,81.424,inactive
e4133,7,0.652,0.425,2.151,0.344,3.18,0.305,0.552,326,47.441,inactive
e4134,2,0.996,0.991,0,0.267,3.134,0.612,0.826,50,29.203,inactive
e4135,1,1.817,3.301,0,0.267,3.45,0.813,1.088,29,47.623,inactive
e4136,8,1.213,1.472,3.169,0.349,3.387,0.271,0.521,506,60.431,inactive
e4139,12,2.369,5.612,6.29,0.342,3.375,0.255,0.45,940,57.721,inactive
e4140,10,4.506,20.302,1.946,0.228,3.561,0.274,0.492,444,54.104,inactive
e4141,3,1.442,2.08,0,0.219,3.215,0.372,0.666,56,23.439,inactive
e4142,12,1.079,1.164,5.88,0.33,3.849,0.181,0.285,5386,182.82,inactive
e4143,5,1.438,2.068,0,0.293,3.573,0.33,0.752,332,84.798,inactive
e4144,5,0.736,0.541,3.922,0.337,3.548,0.223,0.432,1183,99.543,inactive
e4145,5,1.89,3.572,4.66,0.315,4.334,0.261,0.405,1367,176.677,inactive
e4146,26,3.307,10.937,6.547,0.337,3.922,0.157,0.272,8146,152.259,inactive
e4147,12,-1.629,2.654,3.611,0.281,3.549,0.272,0.663,518,68.938,inactive
e358,7,1.312,1.721,0,0.292,3.308,0.281,0.485,327,46.798,inactive
e4149,10,1.393,1.941,0,0.308,3.23,0.351,0.876,124,44.187,inactive
e4150,12,2.49,6.202,6.8,0.347,3.676,0.229,0.399,1965,99.668,inactive
e4151,13,3.083,9.506,5.58,0.3,3.87,0.177,0.244,5124,167.271,inactive
e4152,3,2.01,4.039,4.123,0.263,3.422,0.242,0.431,412,52.912,inactive
e4153,4,-0.129,0.017,0,0.325,3.141,0.381,0.94,90,41.647,inactive
e4154,8,2.289,5.238,1.946,0.278,3.487,0.309,0.412,536,58.532,inactive
e4156,7,2.646,7,4.343,0.321,3.641,0.27,0.461,742,105.674,inactive
e4157,6,1.052,1.106,3.841,0.282,3.51,0.29,0.386,728,73.242,inactive
e4158,16,3.555,12.639,4.913,0.299,3.83,0.157,0.245,2669,93.086,inactive
e4159,17,2.702,7.303,7.354,0.326,4.026,0.162,0.221,14484,212.63,inactive
e4160,17,3.133,9.816,2.079,0.32,3.487,0.245,0.501,886,78.532,inactive
e4161,7,2.248,5.054,3.726,0.305,3.771,0.298,0.445,609,77.782,inactive
e4164,7,4.823,23.266,1.099,0.231,3.565,0.42,0.528,220,56.942,inactive
e4165,6,-0.42,0.176,0,0.294,3.525,0.225,0.768,470,115.402,inactive
e4166,11,3.519,12.387,0,0.345,3.724,0.319,0.502,496,78.282,inactive
e4167,8,2.476,6.133,2.833,0.239,3.522,0.26,0.609,253,48.494,inactive
e4168,7,0.283,0.08,4.611,0.285,3.773,0.304,0.386,1257,128.541,inactive
e4170,12,3.18,10.11,6.216,0.314,3.848,0.174,0.256,3563,123.91,binder
e4172,5,2.322,5.393,5.192,0.283,3.727,0.24,0.318,1676,116.504,inactive
e4173,0,1.207,1.458,2.197,0.306,4.07,0.361,0.458,596,161.892,inactive
e4174,7,3.482,12.121,3.841,0.327,3.672,0.284,0.52,621,112.986,inactive
e4175,0,0.374,0.14,0,0.345,3.123,0.571,1.068,62,41.949,inactive
e4176,14,4.949,24.491,4.747,0.317,3.698,0.169,0.333,2501,155.969,inactive
e4178,13,1.867,3.485,4.881,0.291,3.547,0.193,0.394,1743,101.893,inactive
e4179,11,3.671,13.477,4.693,0.301,3.681,0.177,0.312,2351,152.847,inactive
e4180,1,-1.594,2.54,0,0.321,3.212,0.469,0.95,90,85.293,inactive
e4183,5,2.481,6.154,0,0.343,3.582,0.33,0.58,399,86.28,inactive
e4184,9,3.842,14.761,2.398,0.292,3.554,0.289,0.361,632,58.104,inactive
e4186,8,2.778,7.717,0,0.347,3.426,0.326,0.589,314,65.623,inactive
e4188,3,0.538,0.289,0,0.258,3.366,0.462,0.667,110,39.307,inactive
e4190,33,2.827,7.993,7.362,0.364,3.764,0.166,0.261,9321,142.476,binder
e4191,7,2.922,8.539,3.169,0.294,3.611,0.304,0.488,510,91.467,inactive
e4193,19,4.038,16.302,5.211,0.361,3.655,0.21,0.575,1511,110.353,inactive
e4196,7,-0.064,0.004,0,0.345,3.368,0.268,0.502,496,63.005,inactive
e4198,3,-0.197,0.039,3.892,0.329,3.768,0.241,0.343,2840,100.969,inactive
e4199,3,3.291,10.83,0,0.285,3.499,0.456,0.7,141,82.565,inactive
e4200,0,-1.329,1.768,0,0.19,3.716,0.643,0.875,48,58.067,inactive
e4201,9,1.272,1.619,4.176,0.313,3.569,0.241,0.373,961,61.108,inactive
e4202,20,2.758,7.605,6.993,0.345,3.612,0.211,0.328,2699,93.307,inactive
e4203,6,3.911,15.299,1.099,0.231,3.479,0.42,0.528,220,56.942,inactive
e4204,11,2.16,4.666,1.099,0.278,3.543,0.289,0.652,298,58.982,inactive
e4205,5,2.622,6.877,0,0.347,6.867,0.3,0.54,494,196.273,inactive
e4206,11,1.808,3.271,4.163,0.331,3.444,0.283,0.453,1068,71.899,inactive
e4207,3,-1.04,1.082,0,0.319,3.255,0.41,0.557,230,47.21,inactive
e4209,3,-0.704,0.495,0,0.317,4.686,0.346,0.497,843,159.365,inactive
e4210,12,2.573,6.62,5.337,0.354,3.511,0.247,0.378,1882,83.176,inactive
e4211,17,2.919,8.52,3.367,0.265,3.64,0.147,0.429,2665,115.514,inactive
e4214,5,1.246,1.553,0,0.345,2.971,0.351,0.622,243,46.207,inactive
e4216,4,0.891,0.793,0,0.222,3.407,0.395,0.751,135,46.488,inactive
e4218,1,1.727,2.981,0,0.332,6.838,0.552,0.897,68,155.639,inactive
e4219,3,0.338,0.114,0,0.241,3.338,0.398,0.688,143,48.296,inactive
e4220,8,2.191,4.802,3.663,0.305,3.506,0.276,0.476,599,65.295,inactive
e4221,3,-0.482,0.233,3.27,0.337,4.12,0.361,0.543,564,130.026,inactive
e4222,6,2.591,6.714,0,0.219,3.448,0.248,0.586,158,36.694,inactive
e4224,9,1.247,1.555,0,0.33,3.439,0.322,0.505,456,61.307,inactive
e4225,12,3.831,14.675,4.577,0.304,3.718,0.265,0.395,875,89.623,inactive
e4227,22,3.612,13.049,7.232,0.349,3.852,0.151,0.244,7980,123.25,binder
e4228,19,3.096,9.585,5.719,0.333,3.729,0.215,0.354,1686,85.602,inactive
e4229,4,0.729,0.532,0,0.348,3.625,0.311,0.558,587,89.077,inactive
e4230,7,2.778,7.717,0,0.342,3.393,0.327,0.597,314,64.546,inactive
e4232,12,3.326,11.059,5.03,0.297,3.796,0.239,0.283,1771,79.852,inactive
e4233,3,0.085,0.007,2.565,0.32,3.697,0.226,0.693,794,185.218,inactive
e4234,11,2.11,4.451,3.944,0.311,3.471,0.261,0.439,768,72.141,inactive
e4238,4,1.393,1.941,0.693,0.229,3.76,0.285,0.552,165,62.989,inactive
e4239,6,2.619,6.858,2.151,0.342,3.366,0.336,0.535,397,70.722,inactive
e4240,1,0.156,0.024,0,0.201,3.467,0.389,0.73,104,84.517,inactive
e4241,4,0.787,0.62,0,0.248,3.449,0.367,0.612,198,51.631,inactive
e4242,6,-0.521,0.272,0,0.284,3.234,0.321,0.507,250,44.399,inactive
e4243,9,2.42,5.854,0,0.307,3.349,0.354,0.525,314,48.104,inactive
e4244,8,2.42,5.854,0,0.322,3.39,0.359,0.52,308,46.104,inactive
e4245,11,2.369,5.612,6.29,0.325,3.411,0.245,0.431,942,58.054,inactive
e4246,4,-0.638,0.407,0,0.301,3.104,0.396,0.573,184,40.51,inactive
e4247,0,-0.414,0.171,0,0.383,3.153,0.503,1.031,86,47.388,inactive
e4248,3,0.038,0.001,0,0.334,3.232,0.444,0.618,219,49.971,inactive
e4249,13,0.935,0.875,4.925,0.339,3.454,0.208,0.512,1370,105.713,inactive
e4250,15,2.892,8.365,5.433,0.336,3.778,0.226,0.328,1629,82.207,inactive
e4252,5,1.296,1.679,0,0.284,3.079,0.441,0.612,182,38.104,inactive
e4253,21,2.296,5.27,7.151,0.383,3.711,0.191,0.338,6180,108.415,inactive
e4255,0,-1.301,1.693,0,0.2,3.323,0.718,0.825,71,74.392,inactive
e4256,9,5.801,33.646,1.609,0.234,3.647,0.18,0.492,364,100.565,inactive
e4257,5,0.592,0.351,0,0.308,3.273,0.326,0.541,399,58.482,inactive
e4258,5,3.795,14.401,0,0.345,3.582,0.372,0.622,243,73.039,inactive
e4259,6,0.557,0.311,1.099,0.231,3.391,0.255,0.528,220,46.636,inactive
e4262,4,0.739,0.547,0,0.291,3.445,0.288,0.772,329,107.783,inactive
e4263,21,4.878,23.793,6.711,0.348,3.729,0.167,0.3,3256,148.311,inactive
e4264,8,2.42,5.854,2.784,0.314,3.343,0.306,0.524,327,46.104,inactive
e4265,5,1.117,1.247,0,0.209,3.477,0.386,0.776,170,57.3,inactive
e4266,4,0.706,0.499,0,0.2,3.242,0.462,0.825,71,35.493,inactive
e4267,3,3.608,13.018,0,0.223,6.878,0.313,0.617,84,135.13,inactive
e4268,3,0.917,0.841,0,0.298,3.646,0.331,0.568,296,85.88,inactive
e4269,7,2.813,7.914,3.27,0.272,3.475,0.242,0.407,425,47.721,inactive
e4270,2,0.888,0.789,0,0.209,3.221,0.6,0.758,52,28.428,inactive
e4272,6,-0.521,0.272,0,0.284,3.263,0.321,0.507,250,43.654,inactive
e4273,3,1.452,2.109,0,0.3,3.923,0.469,0.531,383,109.689,inactive
e4275,16,1.622,2.63,0,0.347,3.312,0.318,0.628,470,69.184,inactive
e4276,3,-0.228,0.052,0,0.315,3.737,0.431,0.55,480,102.223,inactive
e4278,3,0.16,0.026,0,0.18,3.238,0.509,0.932,66,39.794,inactive
e4279,11,1.899,3.606,4.495,0.291,3.608,0.25,0.42,897,76.372,inactive
e4280,12,-1.19,1.415,1.609,0.281,3.506,0.194,0.663,518,71.92,inactive
e4281,7,2.165,4.688,0,0.344,3.36,0.298,0.517,411,71.276,inactive
e4283,9,2.2,4.842,3.169,0.309,3.277,0.266,0.481,536,59.086,inactive
e4285,2,0.94,0.884,0,0.308,3.101,0.298,0.552,320,56.565,inactive
e4286,0,-1.453,2.112,0,0.2,2.701,0.676,1.106,18,20.302,inactive
e4287,3,2.396,5.74,0,0.258,3.377,0.277,0.662,300,59.291,inactive
e4288,14,5.004,25.04,2.565,0.313,3.562,0.219,0.373,961,58,inactive
e4290,7,1.737,3.017,0,0.327,3.218,0.432,0.608,230,44.768,inactive
e4291,4,0.575,0.331,0,0.301,3.166,0.395,0.573,184,37.631,inactive
e4292,4,0.434,0.189,0,0.297,3.287,0.437,0.765,135,49.735,inactive
e4294,5,4.673,21.84,0,0.226,3.59,0.269,0.58,120,84.565,inactive
e4295,5,0.706,0.499,0,0.283,3.085,0.495,0.931,67,36.982,inactive
e4296,7,0.931,0.867,0,0.26,3.476,0.335,0.799,212,58.705,inactive
e4297,7,1.06,1.123,0,0.332,3.335,0.319,0.531,399,56.268,inactive
e4298,5,0.496,0.246,0,0.303,3.282,0.394,0.558,239,43.491,inactive
e4299,7,1.38,1.904,0,0.322,3.349,0.369,0.487,407,55.122,inactive
e4300,3,3.291,10.83,0,0.223,3.745,0.319,0.617,84,49.232,inactive
e4301,5,2.206,4.865,0,0.308,3.188,0.336,0.54,247,45.27,inactive
e4302,5,3.795,14.401,0,0.322,3.593,0.358,0.597,243,73.039,inactive
e4303,5,1.734,3.006,0,0.332,3.484,0.326,0.531,399,72.974,inactive
e4304,2,-0.274,0.075,0,0.258,3.358,0.345,0.667,110,38.422,inactive
e4305,3,0.783,0.614,0,0.25,3.423,0.455,0.643,150,42.561,inactive
e4306,8,3.467,12.02,1.609,0.234,3.526,0.176,0.492,364,47.388,inactive
e4307,14,4.643,21.555,5.901,0.328,3.951,0.211,0.32,1819,113.143,inactive
e4308,27,2.552,6.511,7.591,0.358,3.926,0.19,0.261,10150,192.485,inactive
e4309,10,1.318,1.738,0,0.277,3.312,0.324,0.612,379,61.747,inactive
e4310,11,2.545,6.478,0,0.3,3.411,0.336,0.531,383,56.768,inactive
e4311,7,1.49,2.219,0,0.323,3.203,0.304,0.521,326,48.318,inactive
e2000,0,-0.172,0.03,0,0.167,2.972,1.097,1.089,10,20.165,inactive
e4313,1,-0.436,0.19,0,0.284,2.97,0.452,0.612,182,43.237,inactive
e4315,8,2.029,4.116,1.609,0.279,3.533,0.315,0.638,372,60.561,inactive
e4316,15,3.386,11.463,0,0.346,3.428,0.255,0.532,611,63.027,inactive
e4317,6,-0.798,0.637,2.565,0.249,3.682,0.387,0.389,621,101.789,inactive
e4318,8,-0.418,0.174,1.946,0.236,3.459,0.184,0.465,560,67.064,inactive
e4319,3,-1.184,1.402,0,0.327,4.673,0.325,0.532,986,168.546,inactive
e4321,19,3.046,9.275,5.558,0.373,3.779,0.22,0.359,2056,103.41,inactive
e4322,10,-1.237,1.529,3.135,0.265,3.731,0.335,0.382,944,112.431,inactive
e4324,3,0.062,0.004,0,0.284,3.084,0.476,0.612,182,40.207,inactive
e4325,8,3.259,10.62,0,0.333,3.558,0.342,0.582,247,51.616,inactive
e4326,0,0.655,0.429,0,0.2,3.098,0.733,1.106,18,29.681,inactive
e4327,4,0.042,0.002,0,0.347,3.244,0.401,0.589,314,61.064,inactive
e4328,5,1.7,2.89,0,0.303,3.251,0.325,0.558,239,42.109,inactive
e4329,2,0.604,0.364,0,0.274,2.999,0.527,0.643,131,35.867,inactive
e4330,3,0.412,0.17,0,0.331,3.225,0.31,0.86,205,89.877,inactive
e4331,6,1.669,2.786,3.841,0.333,3.621,0.222,0.497,836,116.555,inactive
e4332,14,1.407,1.978,6.477,0.348,3.729,0.179,0.338,1969,86.108,inactive
e4333,3,-0.129,0.017,0,0.356,3.688,0.339,0.847,164,93.355,inactive
e4334,1,2.352,5.53,0,0.223,3.421,0.546,0.617,84,63.884,inactive
e4335,9,1.946,3.789,0,0.324,3.801,0.253,0.498,879,128.76,inactive
e4336,1,-0.081,0.007,0,0.223,3.342,0.539,0.617,84,66.762,inactive
e4337,10,4.412,19.466,5.614,0.297,3.729,0.325,0.328,1164,87.623,inactive
e4338,0,-0.653,0.427,0,0.321,3.081,0.808,1.201,58,104.36,inactive
e4339,6,0.586,0.344,0,0.303,3.242,0.329,0.558,239,43.136,inactive
e4341,4,0.062,0.004,0,0.319,3.237,0.336,0.557,230,65.999,inactive
e4342,2,0.057,0.003,0,0.249,3.3,0.462,0.726,104,43.631,inactive
e4343,8,2.516,6.331,0,0.297,3.508,0.295,0.476,510,75.788,inactive
e4344,10,2.782,7.741,5.768,0.302,3.742,0.205,0.314,1407,74.311,binder
e4345,9,2.598,6.748,0,0.307,3.603,0.392,0.449,519,79.281,binder
e4346,3,0.874,0.765,0,0.305,3.69,0.263,0.813,320,107.348,inactive
e4347,5,0.523,0.273,0,0.327,3.226,0.481,0.608,230,44.054,inactive
e4348,4,0.561,0.315,0,0.345,3.119,0.62,1.068,62,36.054,inactive
e4349,5,1.748,3.055,3.446,0.339,3.649,0.274,0.501,744,81.232,inactive
e4351,16,0.437,0.191,5.188,0.343,3.838,0.194,0.289,4562,163.769,inactive
e4352,13,2.457,6.039,3.219,0.268,3.578,0.205,0.353,2482,87.735,inactive
e4353,5,2.956,8.735,0,0.343,3.727,0.347,0.58,399,97.433,inactive
e4355,23,3.675,13.505,4.676,0.315,3.541,0.19,0.517,1808,110.141,inactive
e4356,5,-2.353,5.535,0,0.251,3.622,0.297,0.632,302,61.711,inactive
e4357,6,2.681,7.186,1.099,0.248,3.488,0.335,0.582,262,49.867,inactive
e4359,10,1.622,2.63,2.565,0.327,3.679,0.282,0.342,1349,83.079,inactive
e4360,7,1.518,2.304,0,0.318,3.748,0.431,0.562,480,100.169,inactive
e4361,19,3.168,10.035,6.14,0.371,3.758,0.188,0.348,3782,121.913,inactive
e4364,23,3.235,10.468,6.272,0.338,3.937,0.151,0.161,19156,186.906,binder
e4365,5,3.185,10.142,4.46,0.313,3.631,0.255,0.427,1276,108.379,inactive
e4368,13,3.562,12.69,0,0.342,3.146,0.317,0.597,314,48,inactive
e4370,8,3.041,9.247,0,0.232,3.513,0.329,0.643,243,50.104,inactive
e4371,6,3.19,10.177,0,0.323,3.582,0.305,0.512,496,92.242,inactive
e4373,2,0.915,0.836,0,0.258,3.465,0.352,0.667,110,48.598,inactive
e4374,9,0.921,0.848,5.332,0.298,3.68,0.199,0.38,1601,103.9,inactive
e4375,5,2.542,6.463,1.609,0.213,3.584,0.282,0.577,261,82.723,inactive
e4376,9,2.681,7.186,0,0.322,3.462,0.364,0.83,207,56.428,inactive
e4378,5,0.875,0.766,0,0.341,3.614,0.38,0.87,201,136.852,inactive
e4379,15,3.885,15.095,5.211,0.356,3.673,0.191,0.567,1935,126.53,inactive
e4380,12,0.082,0.007,4.111,0.274,3.747,0.117,0.194,4741,175.286,inactive
e4382,30,4.738,22.453,4.533,0.409,3.494,0.246,0.415,3200,94,inactive
e4384,5,3.046,9.277,0,0.365,3.593,0.341,0.607,314,80.066,inactive
e4385,5,1.675,2.805,0,0.333,3.546,0.291,0.453,617,71.196,inactive
e4386,5,2.051,4.206,0,0.297,3.513,0.291,0.476,510,92.5,inactive
e4390,5,0.644,0.415,0,0.318,3.739,0.431,0.562,480,101.196,inactive
e4391,4,-0.147,0.022,0,0.309,3.57,0.401,0.733,336,108.157,inactive
e4393,14,6.68,44.624,2.197,0.237,3.58,0.123,0.444,816,62,inactive
e4394,23,3.571,12.755,7.173,0.346,3.891,0.154,0.25,8073,122.696,inactive
e4395,11,2.357,5.558,0,0.317,3.415,0.349,0.578,383,56.104,inactive
e4396,9,1.185,1.404,6.29,0.342,3.353,0.255,0.45,940,59.441,inactive
e1114,3,1.437,2.065,0,0.301,3.057,0.325,0.573,184,36.082,inactive
e4398,16,2.541,6.459,2.398,0.338,3.324,0.312,0.561,503,59.439,inactive
e4399,10,2.242,5.026,2.151,0.314,3.259,0.301,0.524,327,45.439,inactive
e4400,20,3.202,10.251,3.434,0.385,3.48,0.278,0.464,1286,82.872,inactive
e4401,22,7.353,54.071,6.098,0.494,3.886,0.131,0.404,31821,374.652,inactive
e4402,4,0.783,0.614,0,0.241,3.389,0.411,0.688,143,45.971,inactive
e4403,7,1.58,2.496,2.151,0.344,3.072,0.317,0.552,326,49.757,inactive
e4404,8,3.562,12.69,0,0.246,3.479,0.304,0.66,146,38,inactive
e4405,31,4.738,22.453,4.344,0.408,3.481,0.23,0.407,3283,92,inactive
e4406,31,4.738,22.453,4.29,0.399,3.483,0.233,0.411,3716,92,inactive
e4407,9,1.897,3.599,0,0.344,3.25,0.286,0.525,411,54.982,inactive
e4408,4,-0.693,0.48,0,0.303,3.279,0.394,0.558,239,45.212,inactive
e4409,5,2.377,5.651,0,0.295,3.447,0.378,0.684,186,47.867,inactive
e4410,8,0.652,0.425,0,0.347,3.193,0.313,0.589,314,52.108,inactive
e4411,6,0.318,0.101,0,0.322,3.135,0.333,0.597,243,45.775,inactive
e2393,17,2.515,6.325,5.766,0.278,3.714,0.147,0.269,7360,186.776,inactive
e4415,11,2.455,6.027,3.446,0.307,3.454,0.283,0.477,392,49.439,inactive
e4416,10,2.024,4.096,4.15,0.301,3.549,0.272,0.414,702,69.971,inactive
e4417,7,2.946,8.676,3.596,0.285,3.535,0.281,0.42,594,63.867,inactive
e4418,8,2.083,4.338,3.841,0.263,3.472,0.327,0.431,412,52.428,inactive
e4419,9,2.42,5.854,0,0.324,3.303,0.3,0.498,326,45.439,inactive
e4420,8,1.783,3.179,3.446,0.349,3.309,0.307,0.521,506,62.082,inactive
e4421,16,2.727,7.436,2.398,0.326,3.451,0.249,0.491,892,73.935,inactive
e4422,10,2.678,7.169,4.15,0.283,3.537,0.283,0.385,625,61.867,inactive
e4423,20,1.795,3.221,6.222,0.358,3.729,0.209,0.32,3013,111.035,inactive
e4424,21,4.831,23.334,6.124,0.302,3.796,0.131,0.232,4368,110.082,inactive
e4425,9,2.242,5.026,0,0.322,3.356,0.303,0.52,308,45.439,inactive
e4427,9,2.054,4.219,0,0.284,3.251,0.338,0.605,306,52.104,inactive
e4428,9,2.723,7.414,2.784,0.307,3.455,0.327,0.477,392,50.104,inactive
e4429,10,2.678,7.169,4.038,0.312,3.534,0.286,0.438,581,64.532,inactive
e4430,7,1.58,2.496,0,0.323,3.144,0.298,0.521,326,49.757,inactive
e4431,3,0.454,0.206,0,0.288,3.253,0.549,0.849,70,34.207,inactive
e4434,0,-0.329,0.108,0,0.266,3.285,0.399,0.832,96,43.216,inactive
e4435,11,3.786,14.332,2.639,0.228,3.662,0.264,0.437,1281,124.577,inactive
e4436,11,2.357,5.558,0,0.302,3.429,0.312,0.521,391,56.768,inactive
e4437,4,0.817,0.668,0,0.303,3.453,0.422,0.558,239,104.154,inactive
e4438,20,1.71,2.924,6.376,0.327,4.005,0.179,0.308,7427,224.686,inactive
e4439,26,3.517,12.371,4.344,0.362,3.578,0.227,0.395,2241,88.104,inactive
e4440,8,2.086,4.353,3.992,0.29,3.523,0.279,0.442,640,83.491,inactive
e4441,19,1.374,1.887,4.263,0.34,3.59,0.187,0.463,2564,124.01,inactive
e4445,26,4.631,21.446,4.143,0.367,3.556,0.238,0.406,1913,80,inactive
e4446,8,3.462,11.987,4.497,0.29,3.625,0.218,0.362,1285,118.449,inactive
e4447,44,4.066,16.531,5.638,0.313,3.928,0.086,0.166,24884,227.699,inactive
e4449,6,0.743,0.552,3.992,0.31,3.478,0.272,0.471,778,74.364,inactive
e4450,43,4.098,16.79,7.995,0.321,3.825,0.085,0.206,26360,229.482,binder
e4451,9,2.393,5.727,7.224,0.365,3.585,0.22,0.38,2637,106.703,inactive
e4452,9,0.796,0.634,4.883,0.327,3.518,0.217,0.343,1834,93.448,inactive
e4453,0,3.234,10.456,0,0.249,3.818,0.211,0.729,574,169.344,inactive
e4454,17,4.737,22.443,3.332,0.247,3.63,0.147,0.445,2609,117.735,inactive
e4457,4,0.314,0.099,0,0.287,3.503,0.503,0.589,298,111.002,inactive
e4458,7,2.585,6.683,7.306,0.362,4.003,0.18,0.256,9506,197.356,inactive
e4459,0,-0.317,0.101,0,0,2.499,0.667,1.592,9,27.515,inactive
e4460,5,2.377,5.651,0.693,0.257,3.478,0.368,0.581,206,45.867,inactive
e4461,10,2.873,8.252,4.616,0.288,3.571,0.263,0.344,780,65.867,inactive
e4462,6,2.681,7.186,1.099,0.25,3.503,0.335,0.569,265,49.867,inactive
e4463,7,2.573,6.621,2.565,0.256,3.487,0.344,0.551,270,49.203,inactive
e4464,9,1.453,2.111,5.241,0.338,3.398,0.258,0.429,888,61.647,inactive
e4465,13,2.015,4.06,4.801,0.358,3.464,0.209,0.47,1416,99.609,inactive
e4466,7,3.072,9.438,1.946,0.234,3.508,0.336,0.492,364,49.572,inactive
e4468,9,2.289,5.238,2.197,0.261,3.49,0.302,0.39,522,57.867,inactive
e4469,9,2.199,4.836,0,0.307,3.358,0.281,0.525,314,48.104,inactive
e4470,8,0.748,0.559,1.386,0.301,3.458,0.302,0.464,533,77.167,inactive
e4472,7,2.054,4.219,0,0.349,3.431,0.425,0.533,367,80.233,inactive
e4473,10,2.289,5.238,1.946,0.281,3.452,0.309,0.452,566,58.532,inactive
e4474,21,3.676,13.515,4.29,0.314,3.621,0.213,0.407,1287,82.104,inactive
e4475,15,3.721,13.849,2.996,0.26,3.564,0.226,0.359,1814,68.104,inactive
e2225,2,-1.623,2.635,3.664,0.339,3.371,0.306,0.442,1080,79.246,inactive
e4477,9,0.861,0.742,4.095,0.343,3.826,0.199,0.355,1178,117.604,inactive
e4478,3,1.676,2.81,3.956,0.33,3.62,0.278,0.468,694,72.404,inactive
e4479,13,2.292,5.253,5.29,0.373,3.494,0.265,0.431,1539,81.509,inactive
e4480,6,2.339,5.469,1.609,0.229,3.445,0.256,0.552,165,35.439,inactive
e4481,2,0.888,0.789,0,0.19,3.094,0.581,0.875,48,30.428,inactive
e4482,15,4.8,23.041,2.398,0.29,3.604,0.218,0.506,862,74.629,inactive
